DeviceSerialNumber,SensorType,Unit,Status,Date,Value
CA21101001-04,Humidity,%,Good,2021-12-01T12:25,71.9451
CA21101001-05,TVOC,ppm,Good,2021-12-01T12:25,37.6615
CA21101001-05,Temperature,oC,Good,2021-12-01T12:25,25.0376
CA21101001-05,Velocity,m/s,Good,2021-12-01T12:25,0.301245
CA21101001-05,Humidity,%,Good,2021-12-01T12:25,69.65
CA21101001-06,Temperature,oC,Good,2021-12-01T12:25,25.3498
CA21101001-06,Humidity,%,Good,2021-12-01T12:25,71.7032
CA21101001-05,pH,pH,Good,2021-12-01T12:25,7.82611
CA21101001-06,Velocity,m/s,Good,2021-12-01T12:25,0.522544
CA21101001-05,Light,Lux,Good,2021-12-01T12:25,504.31
CA21101001-06,pH,pH,Good,2021-12-01T12:25,7.24969
CA21101001-06,Light,Lux,Good,2021-12-01T12:25,517.167
CA21101001-06,TVOC,ppm,Good,2021-12-01T12:25,27.8608
FH21101001,pH,pH,Good,2021-12-01T12:30,6.98096
FH21101001,TVOC,ppm,Good,2021-12-01T12:30,58.034
FH21101001,Velocity,m/s,Good,2021-12-01T12:30,0.768918
FH21101001,Light,Lux,Good,2021-12-01T12:30,424.332
FH21101002,Humidity,%,Good,2021-12-01T12:30,72.8784
FH21101001,Humidity,%,Good,2021-12-01T12:30,74.8629
FH21101002,Temperature,oC,Good,2021-12-01T12:30,25.9856
FH21101002,TVOC,ppm,Good,2021-12-01T12:30,28.9684
FH21101003,TVOC,ppm,Good,2021-12-01T12:30,57.708
FH21101001,Temperature,oC,Good,2021-12-01T12:30,25.8596
FH21101003,Humidity,%,Good,2021-12-01T12:30,74.6891
FH21101003,Temperature,oC,Good,2021-12-01T12:30,25.9194
FH21101002,pH,pH,Good,2021-12-01T12:30,5.51329
FH21101002,Velocity,m/s,Good,2021-12-01T12:30,0.827975
FH21101003,Velocity,m/s,Good,2021-12-01T12:30,0.0218023
FH21101002,Light,Lux,Good,2021-12-01T12:30,324.931
FH21101003,pH,pH,Good,2021-12-01T12:30,5.52914
FH21101003,Light,Lux,Good,2021-12-01T12:30,429.887
FH21101004,Temperature,oC,Good,2021-12-01T12:30,25.6125
FH21101004,Velocity,m/s,Good,2021-12-01T12:30,0.138712
FH21101004,TVOC,ppm,Good,2021-12-01T12:30,39.7742
CA21101001-01,Temperature,oC,Good,2021-12-01T12:30,25.3073
FH21101004,pH,pH,Good,2021-12-01T12:30,7.85617
FH21101004,Light,Lux,Good,2021-12-01T12:30,397.66
CA21101001-01,TVOC,ppm,Good,2021-12-01T12:30,50.6874
CA21101001-01,Humidity,%,Good,2021-12-01T12:30,70.7468
FH21101004,Humidity,%,Good,2021-12-01T12:30,69.5991
CA21101001-01,pH,pH,Good,2021-12-01T12:30,7.91469
CA21101001-02,TVOC,ppm,Good,2021-12-01T12:30,59.7601
CA21101001-01,Velocity,m/s,Good,2021-12-01T12:30,0.3355
CA21101001-02,Light,Lux,Good,2021-12-01T12:30,574.348
CA21101001-02,Velocity,m/s,Good,2021-12-01T12:30,0.0268772
CA21101001-03,Temperature,oC,Good,2021-12-01T12:30,26.2469
CA21101001-01,Light,Lux,Good,2021-12-01T12:30,338.949
CA21101001-02,pH,pH,Good,2021-12-01T12:30,6.58132
CA21101001-02,Temperature,oC,Good,2021-12-01T12:30,26.9659
CA21101001-02,Humidity,%,Good,2021-12-01T12:30,70.7226
CA21101001-04,Velocity,m/s,Good,2021-12-01T12:30,0.617162
CA21101001-04,Humidity,%,Good,2021-12-01T12:30,71.0027
CA21101001-03,Humidity,%,Good,2021-12-01T12:30,69.0954
CA21101001-04,Temperature,oC,Good,2021-12-01T12:30,25.1223
CA21101001-04,TVOC,ppm,Good,2021-12-01T12:30,30.5521
CA21101001-05,Temperature,oC,Good,2021-12-01T12:30,25.9541
CA21101001-03,pH,pH,Good,2021-12-01T12:30,6.57753
CA21101001-03,Light,Lux,Good,2021-12-01T12:30,307.42
CA21101001-03,Velocity,m/s,Good,2021-12-01T12:30,0.852431
CA21101001-04,pH,pH,Good,2021-12-01T12:30,6.83931
CA21101001-04,Light,Lux,Good,2021-12-01T12:30,475.964
CA21101001-03,TVOC,ppm,Good,2021-12-01T12:30,29.9818
CA21101001-05,Velocity,m/s,Good,2021-12-01T12:30,0.908805
CA21101001-06,Humidity,%,Good,2021-12-01T12:30,72.6033
CA21101001-06,Temperature,oC,Good,2021-12-01T12:30,25.7558
CA21101001-05,Light,Lux,Good,2021-12-01T12:30,410.074
CA21101001-05,pH,pH,Good,2021-12-01T12:30,6.78833
CA21101001-05,Humidity,%,Good,2021-12-01T12:30,69.6126
CA21101001-06,Light,Lux,Good,2021-12-01T12:30,308.496
CA21101001-06,TVOC,ppm,Good,2021-12-01T12:30,29.0059
CA21101001-06,pH,pH,Good,2021-12-01T12:30,6.25681
CA21101001-05,TVOC,ppm,Good,2021-12-01T12:30,51.7024
CA21101001-06,Velocity,m/s,Good,2021-12-01T12:30,0.325872
FH21101001,Velocity,m/s,Good,2021-12-01T12:35,0.797021
FH21101001,Temperature,oC,Good,2021-12-01T12:35,25.0575
FH21101001,TVOC,ppm,Good,2021-12-01T12:35,53.9951
FH21101001,Light,Lux,Good,2021-12-01T12:35,402.734
FH21101001,pH,pH,Good,2021-12-01T12:35,7.38913
FH21101002,Humidity,%,Good,2021-12-01T12:35,74.1278
FH21101001,Humidity,%,Good,2021-12-01T12:35,74.9618
FH21101002,Temperature,oC,Good,2021-12-01T12:35,25.6095
FH21101002,Velocity,m/s,Good,2021-12-01T12:35,0.33631
FH21101002,pH,pH,Good,2021-12-01T12:35,6.28961
FH21101003,Velocity,m/s,Good,2021-12-01T12:35,0.872164
FH21101002,TVOC,ppm,Good,2021-12-01T12:35,38.2877
FH21101003,Temperature,oC,Good,2021-12-01T12:35,25.2819
FH21101003,pH,pH,Good,2021-12-01T12:35,5.15683
FH21101004,Temperature,oC,Good,2021-12-01T12:35,26.6072
FH21101003,TVOC,ppm,Good,2021-12-01T12:35,42.6123
FH21101002,Light,Lux,Good,2021-12-01T12:35,344.405
FH21101003,Light,Lux,Good,2021-12-01T12:35,575.946
FH21101004,Humidity,%,Good,2021-12-01T12:35,68.6064
CA21101001-01,Velocity,m/s,Good,2021-12-01T12:35,0.949593
FH21101004,Velocity,m/s,Good,2021-12-01T12:35,0.434339
CA21101001-01,Temperature,oC,Good,2021-12-01T12:35,25.8773
FH21101004,TVOC,ppm,Good,2021-12-01T12:35,52.5472
FH21101004,pH,pH,Good,2021-12-01T12:35,7.0218
CA21101001-01,Humidity,%,Good,2021-12-01T12:35,72.7602
CA21101001-01,Light,Lux,Good,2021-12-01T12:35,470.283
FH21101003,Humidity,%,Good,2021-12-01T12:35,74.5849
CA21101001-01,TVOC,ppm,Good,2021-12-01T12:35,27.2502
CA21101001-01,pH,pH,Good,2021-12-01T12:35,7.91215
CA21101001-02,TVOC,ppm,Good,2021-12-01T12:35,59.7904
CA21101001-02,pH,pH,Good,2021-12-01T12:35,5.04198
CA21101001-02,Velocity,m/s,Good,2021-12-01T12:35,0.242292
CA21101001-02,Light,Lux,Good,2021-12-01T12:35,320.461
CA21101001-02,Humidity,%,Good,2021-12-01T12:35,74.1202
FH21101004,Light,Lux,Good,2021-12-01T12:35,311.654
CA21101001-03,Humidity,%,Good,2021-12-01T12:35,70.8626
CA21101001-02,Temperature,oC,Good,2021-12-01T12:35,26.4967
CA21101001-03,Temperature,oC,Good,2021-12-01T12:35,25.9805
CA21101001-03,Light,Lux,Good,2021-12-01T12:35,345.787
CA21101001-03,TVOC,ppm,Good,2021-12-01T12:35,26.4667
CA21101001-03,Velocity,m/s,Good,2021-12-01T12:35,0.0601521
CA21101001-03,pH,pH,Good,2021-12-01T12:35,6.42222
CA21101001-04,Humidity,%,Good,2021-12-01T12:35,71.4466
CA21101001-04,TVOC,ppm,Good,2021-12-01T12:35,32.8615
CA21101001-04,Temperature,oC,Good,2021-12-01T12:35,26.6448
CA21101001-04,Light,Lux,Good,2021-12-01T12:35,499.409
CA21101001-04,pH,pH,Good,2021-12-01T12:35,6.33804
CA21101001-04,Velocity,m/s,Good,2021-12-01T12:35,0.435339
CA21101001-05,Temperature,oC,Good,2021-12-01T12:35,26.3856
CA21101001-05,Velocity,m/s,Good,2021-12-01T12:35,0.247818
CA21101001-05,TVOC,ppm,Good,2021-12-01T12:35,50.3794
CA21101001-06,TVOC,ppm,Good,2021-12-01T12:35,59.8165
CA21101001-05,pH,pH,Good,2021-12-01T12:35,6.24368
CA21101001-05,Humidity,%,Good,2021-12-01T12:35,74.7473
CA21101001-05,Light,Lux,Good,2021-12-01T12:35,595.505
CA21101001-06,Humidity,%,Good,2021-12-01T12:35,70.8821
CA21101001-06,Velocity,m/s,Good,2021-12-01T12:35,0.731244
CA21101001-06,Temperature,oC,Good,2021-12-01T12:35,26.0983
CA21101001-06,Light,Lux,Good,2021-12-01T12:35,590.981
CA21101001-06,pH,pH,Good,2021-12-01T12:35,7.67506
FH21101001,pH,pH,Good,2021-12-01T12:40,6.11256
FH21101001,Humidity,%,Good,2021-12-01T12:40,70.3878
FH21101002,Humidity,%,Good,2021-12-01T12:40,68.278
FH21101001,TVOC,ppm,Good,2021-12-01T12:40,60.5868
FH21101002,Temperature,oC,Good,2021-12-01T12:40,26.6473
FH21101001,Temperature,oC,Good,2021-12-01T12:40,25.4371
FH21101002,TVOC,ppm,Good,2021-12-01T12:40,26.331
FH21101001,Light,Lux,Good,2021-12-01T12:40,378.435
FH21101001,Velocity,m/s,Good,2021-12-01T12:40,0.0879031
FH21101002,pH,pH,Good,2021-12-01T12:40,6.31564
FH21101003,Temperature,oC,Good,2021-12-01T12:40,25.5954
FH21101002,Velocity,m/s,Good,2021-12-01T12:40,0.753871
FH21101002,Light,Lux,Good,2021-12-01T12:40,365.853
FH21101003,Light,Lux,Good,2021-12-01T12:40,311.402
FH21101003,Velocity,m/s,Good,2021-12-01T12:40,0.331401
FH21101004,Temperature,oC,Good,2021-12-01T12:40,25.8803
FH21101003,Humidity,%,Good,2021-12-01T12:40,69.4045
FH21101003,TVOC,ppm,Good,2021-12-01T12:40,45.7843
FH21101004,TVOC,ppm,Good,2021-12-01T12:40,46.5366
FH21101004,pH,pH,Good,2021-12-01T12:40,5.70294
FH21101004,Velocity,m/s,Good,2021-12-01T12:40,0.169927
CA21101001-01,Temperature,oC,Good,2021-12-01T12:40,26.2085
FH21101004,Light,Lux,Good,2021-12-01T12:40,520.556
FH21101003,pH,pH,Good,2021-12-01T12:40,6.86835
FH21101004,Humidity,%,Good,2021-12-01T12:40,73.0143
CA21101001-01,Humidity,%,Good,2021-12-01T12:40,70.4535
CA21101001-01,Light,Lux,Good,2021-12-01T12:40,486.408
CA21101001-02,Humidity,%,Good,2021-12-01T12:40,71.078
CA21101001-02,Velocity,m/s,Good,2021-12-01T12:40,0.556697
CA21101001-02,Temperature,oC,Good,2021-12-01T12:40,25.6396
CA21101001-01,TVOC,ppm,Good,2021-12-01T12:40,31.4257
CA21101001-02,Light,Lux,Good,2021-12-01T12:40,307.585
CA21101001-01,pH,pH,Good,2021-12-01T12:40,7.18671
CA21101001-01,Velocity,m/s,Good,2021-12-01T12:40,0.732016
CA21101001-02,pH,pH,Good,2021-12-01T12:40,5.62929
CA21101001-03,Velocity,m/s,Good,2021-12-01T12:40,0.779315
CA21101001-02,TVOC,ppm,Good,2021-12-01T12:40,56.4093
CA21101001-04,Humidity,%,Good,2021-12-01T12:40,68.5839
CA21101001-03,Light,Lux,Good,2021-12-01T12:40,498.401
CA21101001-03,Temperature,oC,Good,2021-12-01T12:40,25.2422
CA21101001-03,TVOC,ppm,Good,2021-12-01T12:40,58.7039
CA21101001-04,Temperature,oC,Good,2021-12-01T12:40,26.1512
CA21101001-03,Humidity,%,Good,2021-12-01T12:40,68.6528
CA21101001-03,pH,pH,Good,2021-12-01T12:40,6.62317
CA21101001-04,Light,Lux,Good,2021-12-01T12:40,586.91
CA21101001-04,Velocity,m/s,Good,2021-12-01T12:40,0.475969
CA21101001-05,Humidity,%,Good,2021-12-01T12:40,74.6585
CA21101001-05,Velocity,m/s,Good,2021-12-01T12:40,0.426667
CA21101001-05,TVOC,ppm,Good,2021-12-01T12:40,25.886
CA21101001-04,pH,pH,Good,2021-12-01T12:40,6.37251
CA21101001-05,Light,Lux,Good,2021-12-01T12:40,570.772
CA21101001-06,Humidity,%,Good,2021-12-01T12:40,68.496
CA21101001-04,TVOC,ppm,Good,2021-12-01T12:40,56.0053
CA21101001-05,Temperature,oC,Good,2021-12-01T12:40,26.4598
CA21101001-06,Temperature,oC,Good,2021-12-01T12:40,25.8609
CA21101001-06,TVOC,ppm,Good,2021-12-01T12:40,59.7265
CA21101001-05,pH,pH,Good,2021-12-01T12:40,5.37709
CA21101001-06,pH,pH,Good,2021-12-01T12:40,5.83662
CA21101001-06,Light,Lux,Good,2021-12-01T12:40,385.949
CA21101001-06,Velocity,m/s,Good,2021-12-01T12:40,0.941926
FH21101002,TVOC,ppm,Good,2021-12-01T12:45,48.692
FH21101001,Temperature,oC,Good,2021-12-01T12:45,26.8493
FH21101002,Humidity,%,Good,2021-12-01T12:45,73.1196
FH21101001,pH,pH,Good,2021-12-01T12:45,7.76002
FH21101001,Humidity,%,Good,2021-12-01T12:45,71.913
FH21101001,TVOC,ppm,Good,2021-12-01T12:45,53.002
FH21101002,Temperature,oC,Good,2021-12-01T12:45,25.8123
FH21101001,Light,Lux,Good,2021-12-01T12:45,347.764
FH21101003,Humidity,%,Good,2021-12-01T12:45,74.952
FH21101003,Temperature,oC,Good,2021-12-01T12:45,26.6328
FH21101003,Light,Lux,Good,2021-12-01T12:45,309.85
FH21101002,pH,pH,Good,2021-12-01T12:45,5.16042
FH21101004,Temperature,oC,Good,2021-12-01T12:45,25.9644
FH21101003,Velocity,m/s,Good,2021-12-01T12:45,0.117415
FH21101003,TVOC,ppm,Good,2021-12-01T12:45,57.2047
FH21101001,Velocity,m/s,Good,2021-12-01T12:45,0.631925
FH21101003,pH,pH,Good,2021-12-01T12:45,7.22425
FH21101002,Velocity,m/s,Good,2021-12-01T12:45,0.495392
FH21101004,TVOC,ppm,Good,2021-12-01T12:45,37.143
CA21101001-01,Temperature,oC,Good,2021-12-01T12:45,26.9278
FH21101002,Light,Lux,Good,2021-12-01T12:45,416.718
FH21101004,pH,pH,Good,2021-12-01T12:45,6.59732
CA21101001-01,TVOC,ppm,Good,2021-12-01T12:45,33.1302
FH21101004,Humidity,%,Good,2021-12-01T12:45,68.3927
FH21101004,Velocity,m/s,Good,2021-12-01T12:45,0.442321
CA21101001-01,Humidity,%,Good,2021-12-01T12:45,72.0934
FH21101004,Light,Lux,Good,2021-12-01T12:45,448.08
CA21101001-01,Velocity,m/s,Good,2021-12-01T12:45,0.773087
CA21101001-02,Temperature,oC,Good,2021-12-01T12:45,25.3991
CA21101001-01,pH,pH,Good,2021-12-01T12:45,5.61515
CA21101001-01,Light,Lux,Good,2021-12-01T12:45,534.795
CA21101001-02,TVOC,ppm,Good,2021-12-01T12:45,50.8912
CA21101001-02,Velocity,m/s,Good,2021-12-01T12:45,0.72156
CA21101001-03,Temperature,oC,Good,2021-12-01T12:45,26.2207
CA21101001-02,Light,Lux,Good,2021-12-01T12:45,433.233
CA21101001-02,pH,pH,Good,2021-12-01T12:45,7.32434
CA21101001-03,Humidity,%,Good,2021-12-01T12:45,72.5913
CA21101001-02,Humidity,%,Good,2021-12-01T12:45,72.6475
CA21101001-03,Velocity,m/s,Good,2021-12-01T12:45,0.373383
CA21101001-04,Light,Lux,Good,2021-12-01T12:45,384.764
CA21101001-04,Temperature,oC,Good,2021-12-01T12:45,26.4308
CA21101001-04,Velocity,m/s,Good,2021-12-01T12:45,0.248208
CA21101001-03,pH,pH,Good,2021-12-01T12:45,6.34234
CA21101001-04,Humidity,%,Good,2021-12-01T12:45,73.0845
CA21101001-03,TVOC,ppm,Good,2021-12-01T12:45,52.1286
CA21101001-04,pH,pH,Good,2021-12-01T12:45,6.6626
CA21101001-03,Light,Lux,Good,2021-12-01T12:45,455.333
CA21101001-04,TVOC,ppm,Good,2021-12-01T12:45,38.9119
CA21101001-05,Temperature,oC,Good,2021-12-01T12:45,26.2005
CA21101001-05,Light,Lux,Good,2021-12-01T12:45,547.657
CA21101001-05,Humidity,%,Good,2021-12-01T12:45,68.9917
CA21101001-05,TVOC,ppm,Good,2021-12-01T12:45,56.5758
CA21101001-05,pH,pH,Good,2021-12-01T12:45,6.69065
CA21101001-06,Velocity,m/s,Good,2021-12-01T12:45,0.394293
CA21101001-06,TVOC,ppm,Good,2021-12-01T12:45,57.1984
CA21101001-06,Humidity,%,Good,2021-12-01T12:45,68.5718
CA21101001-06,Temperature,oC,Good,2021-12-01T12:45,26.8796
CA21101001-05,Velocity,m/s,Good,2021-12-01T12:45,0.0745054
CA21101001-06,Light,Lux,Good,2021-12-01T12:45,590.406
CA21101001-06,pH,pH,Good,2021-12-01T12:45,5.81839
FH21101002,Humidity,%,Good,2021-12-01T12:50,68.5677
FH21101001,pH,pH,Good,2021-12-01T12:50,6.33905
FH21101002,Temperature,oC,Good,2021-12-01T12:50,25.1257
FH21101001,Light,Lux,Good,2021-12-01T12:50,472.11
FH21101001,TVOC,ppm,Good,2021-12-01T12:50,48.0554
FH21101001,Humidity,%,Good,2021-12-01T12:50,69.9861
FH21101002,TVOC,ppm,Good,2021-12-01T12:50,57.1126
FH21101001,Velocity,m/s,Good,2021-12-01T12:50,0.967721
FH21101003,Velocity,m/s,Good,2021-12-01T12:50,0.52299
FH21101001,Temperature,oC,Good,2021-12-01T12:50,25.2843
FH21101003,Light,Lux,Good,2021-12-01T12:50,309.714
FH21101003,TVOC,ppm,Good,2021-12-01T12:50,26.3033
FH21101003,Humidity,%,Good,2021-12-01T12:50,71.2092
FH21101002,Velocity,m/s,Good,2021-12-01T12:50,0.625663
FH21101003,pH,pH,Good,2021-12-01T12:50,7.63819
FH21101003,Temperature,oC,Good,2021-12-01T12:50,25.0569
FH21101004,Temperature,oC,Good,2021-12-01T12:50,26.2951
FH21101002,pH,pH,Good,2021-12-01T12:50,6.17606
CA21101001-01,Temperature,oC,Good,2021-12-01T12:50,25.9279
FH21101002,Light,Lux,Good,2021-12-01T12:50,527.068
FH21101004,pH,pH,Good,2021-12-01T12:50,6.9008
FH21101004,TVOC,ppm,Good,2021-12-01T12:50,36.5283
FH21101004,Velocity,m/s,Good,2021-12-01T12:50,0.133035
FH21101004,Light,Lux,Good,2021-12-01T12:50,364.154
CA21101001-01,Humidity,%,Good,2021-12-01T12:50,71.3313
CA21101001-01,TVOC,ppm,Good,2021-12-01T12:50,60.4129
CA21101001-01,Velocity,m/s,Good,2021-12-01T12:50,0.610578
FH21101004,Humidity,%,Good,2021-12-01T12:50,71.643
CA21101001-01,Light,Lux,Good,2021-12-01T12:50,500.429
CA21101001-02,TVOC,ppm,Good,2021-12-01T12:50,27.4564
CA21101001-03,Temperature,oC,Good,2021-12-01T12:50,26.4735
CA21101001-02,Humidity,%,Good,2021-12-01T12:50,70.6131
CA21101001-02,Temperature,oC,Good,2021-12-01T12:50,26.1668
CA21101001-01,pH,pH,Good,2021-12-01T12:50,6.53997
CA21101001-02,Velocity,m/s,Good,2021-12-01T12:50,0.310287
CA21101001-02,pH,pH,Good,2021-12-01T12:50,7.933
CA21101001-02,Light,Lux,Good,2021-12-01T12:50,531.782
CA21101001-03,Light,Lux,Good,2021-12-01T12:50,357.461
CA21101001-03,Humidity,%,Good,2021-12-01T12:50,68.032
CA21101001-04,TVOC,ppm,Good,2021-12-01T12:50,37.4728
CA21101001-04,Temperature,oC,Good,2021-12-01T12:50,25.5073
CA21101001-03,TVOC,ppm,Good,2021-12-01T12:50,29.7067
CA21101001-04,Light,Lux,Good,2021-12-01T12:50,386.412
CA21101001-04,Humidity,%,Good,2021-12-01T12:50,73.7354
CA21101001-04,pH,pH,Good,2021-12-01T12:50,6.11578
CA21101001-04,Velocity,m/s,Good,2021-12-01T12:50,0.467967
CA21101001-03,Velocity,m/s,Good,2021-12-01T12:50,0.288828
CA21101001-05,Temperature,oC,Good,2021-12-01T12:50,26.2947
CA21101001-05,TVOC,ppm,Good,2021-12-01T12:50,29.3326
CA21101001-05,Velocity,m/s,Good,2021-12-01T12:50,0.890259
CA21101001-03,pH,pH,Good,2021-12-01T12:50,7.68613
CA21101001-05,Light,Lux,Good,2021-12-01T12:50,322.995
CA21101001-06,Humidity,%,Good,2021-12-01T12:50,68.1893
CA21101001-05,Humidity,%,Good,2021-12-01T12:50,72.2961
CA21101001-05,pH,pH,Good,2021-12-01T12:50,5.21154
CA21101001-06,TVOC,ppm,Good,2021-12-01T12:50,38.6654
CA21101001-06,Velocity,m/s,Good,2021-12-01T12:50,0.250472
CA21101001-06,Light,Lux,Good,2021-12-01T12:50,472.191
CA21101001-06,Temperature,oC,Good,2021-12-01T12:50,25.7177
CA21101001-06,pH,pH,Good,2021-12-01T12:50,6.94116
FH21101001,pH,pH,Good,2021-12-01T12:55,7.56069
FH21101002,Temperature,oC,Good,2021-12-01T12:55,26.9155
FH21101001,TVOC,ppm,Good,2021-12-01T12:55,35.5981
FH21101001,Humidity,%,Good,2021-12-01T12:55,68.0576
FH21101002,TVOC,ppm,Good,2021-12-01T12:55,57.9553
FH21101001,Velocity,m/s,Good,2021-12-01T12:55,0.834512
FH21101001,Light,Lux,Good,2021-12-01T12:55,499.863
FH21101003,Temperature,oC,Good,2021-12-01T12:55,26.8455
FH21101003,Humidity,%,Good,2021-12-01T12:55,74.9914
FH21101001,Temperature,oC,Good,2021-12-01T12:55,25.607
FH21101002,Velocity,m/s,Good,2021-12-01T12:55,0.829575
FH21101002,Humidity,%,Good,2021-12-01T12:55,68.4571
FH21101004,Temperature,oC,Good,2021-12-01T12:55,26.2615
FH21101003,Velocity,m/s,Good,2021-12-01T12:55,0.787937
FH21101003,TVOC,ppm,Good,2021-12-01T12:55,31.8888
FH21101002,pH,pH,Good,2021-12-01T12:55,7.80098
FH21101002,Light,Lux,Good,2021-12-01T12:55,503.085
FH21101003,pH,pH,Good,2021-12-01T12:55,6.23169
FH21101004,Velocity,m/s,Good,2021-12-01T12:55,0.444064
FH21101004,TVOC,ppm,Good,2021-12-01T12:55,35.1064
CA21101001-01,Temperature,oC,Good,2021-12-01T12:55,26.7435
CA21101001-01,Velocity,m/s,Good,2021-12-01T12:55,0.621629
FH21101004,Light,Lux,Good,2021-12-01T12:55,529.636
FH21101004,pH,pH,Good,2021-12-01T12:55,6.23749
FH21101003,Light,Lux,Good,2021-12-01T12:55,532.784
CA21101001-01,Humidity,%,Good,2021-12-01T12:55,73.4443
CA21101001-01,TVOC,ppm,Good,2021-12-01T12:55,37.4153
CA21101001-01,Light,Lux,Good,2021-12-01T12:55,459.384
CA21101001-02,Temperature,oC,Good,2021-12-01T12:55,26.1836
CA21101001-02,TVOC,ppm,Good,2021-12-01T12:55,27.3071
CA21101001-03,Temperature,oC,Good,2021-12-01T12:55,26.4671
CA21101001-02,Humidity,%,Good,2021-12-01T12:55,71.9279
CA21101001-01,pH,pH,Good,2021-12-01T12:55,7.99567
CA21101001-02,Light,Lux,Good,2021-12-01T12:55,397.36
CA21101001-02,Velocity,m/s,Good,2021-12-01T12:55,0.18753
FH21101004,Humidity,%,Good,2021-12-01T12:55,68.8565
CA21101001-02,pH,pH,Good,2021-12-01T12:55,5.3519
CA21101001-03,Humidity,%,Good,2021-12-01T12:55,74.4575
CA21101001-04,Light,Lux,Good,2021-12-01T12:55,574.112
CA21101001-04,TVOC,ppm,Good,2021-12-01T12:55,24.4793
CA21101001-04,Humidity,%,Good,2021-12-01T12:55,73.6997
CA21101001-04,Temperature,oC,Good,2021-12-01T12:55,25.1219
CA21101001-03,pH,pH,Good,2021-12-01T12:55,7.87496
CA21101001-04,Velocity,m/s,Good,2021-12-01T12:55,0.322835
CA21101001-03,Light,Lux,Good,2021-12-01T12:55,456.841
CA21101001-05,TVOC,ppm,Good,2021-12-01T12:55,31.8225
CA21101001-03,Velocity,m/s,Good,2021-12-01T12:55,0.484773
CA21101001-03,TVOC,ppm,Good,2021-12-01T12:55,51.7421
CA21101001-05,Light,Lux,Good,2021-12-01T12:55,364.656
CA21101001-05,Temperature,oC,Good,2021-12-01T12:55,25.7273
CA21101001-05,pH,pH,Good,2021-12-01T12:55,6.29494
CA21101001-04,pH,pH,Good,2021-12-01T12:55,6.97346
CA21101001-06,Temperature,oC,Good,2021-12-01T12:55,25.5038
CA21101001-06,Humidity,%,Good,2021-12-01T12:55,70.6887
CA21101001-05,Humidity,%,Good,2021-12-01T12:55,72.847
CA21101001-05,Velocity,m/s,Good,2021-12-01T12:55,0.73271
CA21101001-06,Velocity,m/s,Good,2021-12-01T12:55,0.697681
CA21101001-06,pH,pH,Good,2021-12-01T12:55,6.71896
CA21101001-06,Light,Lux,Good,2021-12-01T12:55,512.697
CA21101001-06,TVOC,ppm,Good,2021-12-01T12:55,31.9185
FH21101001,pH,pH,Good,2021-12-01T13:00,5.28026
FH21101002,TVOC,ppm,Good,2021-12-01T13:00,35.3252
FH21101001,Humidity,%,Good,2021-12-01T13:00,71.3026
FH21101001,TVOC,ppm,Good,2021-12-01T13:00,53.5329
FH21101002,Temperature,oC,Good,2021-12-01T13:00,25.5592
FH21101001,Light,Lux,Good,2021-12-01T13:00,384.758
FH21101002,Humidity,%,Good,2021-12-01T13:00,70.234
FH21101002,Velocity,m/s,Good,2021-12-01T13:00,0.230433
FH21101001,Velocity,m/s,Good,2021-12-01T13:00,0.799321
FH21101002,pH,pH,Good,2021-12-01T13:00,6.09117
FH21101003,Light,Lux,Good,2021-12-01T13:00,506.718
FH21101003,Velocity,m/s,Good,2021-12-01T13:00,0.272194
FH21101003,Temperature,oC,Good,2021-12-01T13:00,25.37
FH21101001,Temperature,oC,Good,2021-12-01T13:00,25.4292
FH21101003,pH,pH,Good,2021-12-01T13:00,5.2345
FH21101003,Humidity,%,Good,2021-12-01T13:00,68.7855
FH21101003,TVOC,ppm,Good,2021-12-01T13:00,40.3052
FH21101004,Temperature,oC,Good,2021-12-01T13:00,26.5196
FH21101004,Light,Lux,Good,2021-12-01T13:00,565.125
FH21101002,Light,Lux,Good,2021-12-01T13:00,313.117
FH21101004,Humidity,%,Good,2021-12-01T13:00,69.1472
CA21101001-01,TVOC,ppm,Good,2021-12-01T13:00,24.2787
CA21101001-01,Humidity,%,Good,2021-12-01T13:00,70.638
FH21101004,Velocity,m/s,Good,2021-12-01T13:00,0.654749
CA21101001-01,pH,pH,Good,2021-12-01T13:00,6.985
CA21101001-02,Temperature,oC,Good,2021-12-01T13:00,25.5436
FH21101004,pH,pH,Good,2021-12-01T13:00,5.85213
CA21101001-01,Temperature,oC,Good,2021-12-01T13:00,26.8711
FH21101004,TVOC,ppm,Good,2021-12-01T13:00,44.4155
CA21101001-01,Velocity,m/s,Good,2021-12-01T13:00,0.493539
CA21101001-02,Humidity,%,Good,2021-12-01T13:00,68.1455
CA21101001-02,TVOC,ppm,Good,2021-12-01T13:00,35.6824
CA21101001-02,pH,pH,Good,2021-12-01T13:00,5.68213
CA21101001-03,Temperature,oC,Good,2021-12-01T13:00,26.3714
CA21101001-02,Light,Lux,Good,2021-12-01T13:00,391.023
CA21101001-02,Velocity,m/s,Good,2021-12-01T13:00,0.218483
CA21101001-03,Light,Lux,Good,2021-12-01T13:00,408.632
CA21101001-03,Humidity,%,Good,2021-12-01T13:00,72.5462
CA21101001-01,Light,Lux,Good,2021-12-01T13:00,557.726
CA21101001-04,TVOC,ppm,Good,2021-12-01T13:00,25.1479
CA21101001-04,Velocity,m/s,Good,2021-12-01T13:00,0.340784
CA21101001-03,pH,pH,Good,2021-12-01T13:00,6.51324
